SaleID,price
200000,1192.5603009676606
200001,1698.916679131997
200002,8418.082251810483
200003,1312.7759545950253
200004,2058.059984193188
200005,1177.6045663184686
200006,386.5186671209263
200007,3587.734510004482
200008,11929.83685645241
200009,611.5093938663633
200010,537.6057472568941
200011,2575.6684140377583
200012,5830.745293343626
200013,8194.065733340623
200014,2009.8223005847876
200015,251.19724077194917
200016,1709.0484771593196
200017,8367.072297824667
200018,6531.836104135404
200019,638.1443252508486
200020,24644.639382828704
200021,7518.651521468255
200022,1969.3185696847231
200023,1509.4783289499996
200024,879.0844524126647
200025,9112.22195333548
200026,520.8288644823335
200027,12707.017014835743
200028,4547.008972454294
200029,7751.850240915683
200030,17453.11102583962
200031,12100.077388637288
200032,587.6731421199283
200033,14386.226839655366
200034,870.7347134933983
200035,1992.3282755207892
200036,14362.272807288467
200037,6277.4397783745535
200038,1302.389095733231
200039,312.7567329761389
200040,605.8557245957456
200041,25942.17385161563
200042,413.29974664544795
200043,8266.550738587663
200044,17800.27729517869
200045,636.4283461169734
200046,15602.716432096975
200047,17244.29114420487
200048,2130.0168495576163
200049,3160.3742148692227
200050,848.9956689426651
200051,4445.8171591395485
200052,2987.312681819727
200053,315.2495205755773
200054,13050.879946142602
200055,9804.696757180787
200056,8113.068324629892
200057,3385.102396644542
200058,1186.1236185633024
200059,5079.3082556586905
200060,7983.233311573387
200061,1236.2840005830592
200062,5385.5472943470795
200063,8920.963625463062
200064,1251.8231556384567
200065,1853.079975227642
200066,530.0208220460488
200067,10053.911890318657
200068,179.5858771843619
200069,18014.223496706134
200070,9013.792293302258
200071,373.6425259611069
200072,5775.118378115129
200073,19437.16437087467
200074,4230.018899213437
200075,14909.373681348128
200076,3274.9819498601446
200077,417.11213892939764
200078,362.73933230205495
200079,2921.3423098088447
200080,3469.537731233378
200081,2019.9501979221714
200082,4039.7974029357897
200083,458.75521725712895
200084,1306.121120748763
200085,1627.7702829310392
200086,6756.910533032571
200087,3338.8691684144055
200088,2693.799641311415
200089,41280.83516404272
200090,2930.1973853763357
200091,184.18180915365534
200092,2118.2791501452607
200093,16877.719228171685
200094,6706.663881574044
200095,5500.1317414866035
200096,2339.3611398599846
200097,1235.2288439350978
200098,381.48981873116213
200099,20188.706342707053
200100,21952.54883400566
200101,8093.393594125163
200102,1729.3504213554586
200103,10591.201551504964
200104,5367.118109651833
200105,3520.3256424624255
200106,8592.176849353064
200107,1975.1555250494575
200108,14371.852114447332
200109,8179.951265039594
200110,1182.6467889772125
200111,1700.0179856428358
200112,1861.40893137574
200113,593.0585924797174
200114,2234.7109951930825
200115,1300.00348450929
200116,13178.434564502348
200117,16687.184465088118
200118,59404.9372929166
200119,232.1632762749867
200120,3500.3305013469944
200121,2760.2954922200242
200122,693.7241854751817
200123,2216.362756291764
200124,52853.386287071786
200125,822.7396165867569
200126,3474.481342740327
200127,14751.874179163377
200128,1601.3139345236636
200129,5661.65310009876
200130,3693.2169811475737
200131,3125.5464365779753
200132,1226.8767779425152
200133,2853.9650845837778
200134,1232.303575527379
200135,3031.1265003018098
200136,3839.461162541802
200137,1309.518808732982
200138,9894.74063077728
200139,6613.0791927258015
200140,2460.5013415451895
200141,1481.978854678038
200142,5762.510641609875
200143,9679.871126910775
200144,1376.0592682617162
200145,6162.069374414887
200146,2580.875944536093
200147,4525.048714974491
200148,2512.746866491363
200149,249.8471521343877
200150,10779.281906698707
200151,5238.459191900625
200152,521.1951418527954
200153,470.04348473201253
200154,7263.124516746071
200155,3203.997349493061
200156,16537.169906027106
200157,9022.443614685748
200158,10460.63739187409
200159,14026.809619976902
200160,6660.424335952277
200161,7349.739341685561
200162,6485.271006102626
200163,708.1368466476972
200164,16125.961454835067
200165,15023.272876823372
200166,25347.09312622962
200167,3528.8281147237076
200168,38080.933665082586
200169,784.1599105356995
200170,2570.132358461432
200171,8573.136593252268
200172,2074.7059467326935
200173,33827.290353051634
200174,1121.937116544678
200175,2052.46148422809
200176,8235.877693525901
200177,5765.181291181961
200178,5218.612228956452
200179,3968.5676834457417
200180,937.0098272794432
200181,19360.775585293017
200182,4346.113338081661
200183,1542.0410781463697
200184,2006.0596121433814
200185,4704.80626706281
200186,3020.2800465536275
200187,7203.597395848903
200188,9541.730867267252
200189,12310.674624268428
200190,4128.954530989651
200191,3099.080901237845
200192,1103.3778214724477
200193,4088.7795999887144
200194,7868.576080202543
200195,2470.2344388245288
200196,894.5036298187774
200197,23076.341566226412
200198,1323.3601007775906
200199,4129.979369041381
200200,669.1197731307706
200201,7541.14132020509
200202,2055.383760554755
200203,1719.4651830147886
200204,8195.666307301626
200205,5238.953511883998
200206,864.5801630297904
200207,5759.169189908064
200208,5515.312919334987
200209,1202.989800334685
200210,14209.543677819092
200211,5382.597319496777
200212,7279.374411601631
200213,8526.939623580703
200214,20162.202787392045
200215,7245.741600674828
200216,3084.6337285661284
200217,1135.8615556770408
200218,10382.383709045906
200219,1173.3137526463888
200220,2364.5332703953754
200221,7569.1651017417935
200222,2381.776361002122
200223,841.0954924766743
200224,13357.350069168271
200225,3506.8829864975364
200226,1190.2415892155254
200227,8640.411763943363
200228,205.83571800299143
200229,6698.489700387951
200230,7879.6066503266375
200231,4717.422985638068
200232,1066.438014398821
200233,7241.447543420487
200234,423.0102145557862
200235,8211.042560219834
200236,13805.824081281244
200237,4573.683382036967
200238,7233.7282418231125
200239,8997.08397171632
200240,24907.59175061003
200241,10864.01396402205
200242,4031.2218506913528
200243,2795.655961419572
200244,6386.815497331416
200245,4490.92447754628
200246,4608.184563701111
200247,1569.9844732971164
200248,317.6087808802618
200249,10093.23819105301
200250,35300.911457618
200251,10428.828892019832
200252,786.7684792263035
200253,6975.654557994956
200254,11158.94185725087
200255,7795.86081737577
200256,2547.247306914158
200257,9199.518704231548
200258,3507.3127472569595
200259,7790.798759841726
200260,1706.858445911967
200261,4628.090855575618
200262,2782.1596430340933
200263,8804.22775522463
200264,6618.251591237933
200265,5444.061821019985
200266,1346.2308519307571
200267,13695.124872032844
200268,8168.473429314987
200269,3630.3890052300835
